"MESH_ID","UMLS_CUI","ICD10CM_CODE","DRESCP"
"D008048","C0153340","C00.9","Malignant neoplasm of lip, unspecified"
"D012751","C0036920","C84.10","Sezary disease, unspecified site"
"D000182","C0001231","E24.3","Ectopic ACTH syndrome"
"D003480","C0010481","E24.9","Cushing's syndrome, unspecified"
"D000743","C0002879","D59.9","Acquired hemolytic anemia, unspecified"
"D017086","C0085578","D56.3","Thalassemia minor"
"D004802","C0014457","D72.1","Eosinophilia"
"D006391","C0018916","D18.00","Hemangioma unspecified site"
"D011547","C0033806","E20.1","Pseudohypoparathyroidism"
"C562716","C0271985","D56.2","Delta-beta thalassemia"
"D011618","C0033958","F23","Brief psychotic disorder"
"D001927","C0006111","G93.9","Disorder of brain, unspecified"
"D002493","C0007682","G96.9","Disorder of central nervous system, unspecified"
"D010211","C0155288","H47.11","Papilledema associated with increased intracranial pressure"
"D017109","C0162550","G25.71","Drug induced akathisia"
"D020330","C0376175","G51.0","Bell's palsy"
"D020421","C0152179","G52.2","Disorders of vagus nerve"
"D020433","C0152177","G50.9","Disorder of trigeminal nerve, unspecified"
"D007905","C0023308","H27.9","Unspecified disorder of lens"
"D007174","C0021776","F63.81","Intermittent explosive disorder"
"D020821","C0393593","G24.9","Dystonia, unspecified"
"D010554","C0027402","F60.81","Narcissistic personality disorder"
"D009105","C0026773","F44.81","Dissociative identity disorder"
"D019956","C0038273","F98.4","Stereotyped movement disorders"
"D002349","C0007286","G56.00","Carpal tunnel syndrome, unspecified upper limb"
"D018979","C0238190","G72.41","Inclusion body myositis [IBM]"
"D028227","C0155127","H18.54","Lattice corneal dystrophy"
"D010264","C0030486","G82.20","Paraplegia, unspecified"
"D013132","C0393519","G11.1","Early-onset cerebellar ataxia"
"D020182","C0751762","G47.31","Primary central sleep apnea"
"D002832","C0008522","H31.309","Unspecified choroidal hemorrhage, unspecified eye"
"D020955","C0270733","G23.2","Striatonigral degeneration"
"D005901","C0017601","H40.9","Unspecified glaucoma"
"D008581","C0025289","G03.9","Meningitis, unspecified"
"D009896","C0029124","H47.20","Unspecified optic atrophy"
"D052018","C2267227","F50.2","Bulimia nervosa"
"D007319","C0033139","F51.01","Primary insomnia"
"D000647","C0236795","F44.0","Dissociative amnesia"
"D009759","C0271384","H55.03","Visual deprivation nystagmus"
"D005099","C0152207","H50.15","Alternating exotropia"
"D006970","C0917799","G47.10","Hypersomnia, unspecified"
"D004948","C0152216","H50.51","Esophoria"
"D008398","C0036908","F65.51","Sexual masochism"
"D012448","C0036913","F65.52","Sexual sadism"
"D015835","C0271379","H51.11","Convergence insufficiency"
"D005155","C0270871","G51.4","Facial myokymia"
"C562470","C0238378","J84.117","Desquamative interstitial pneumonia"
"D008108","C0023896","K70.9","Alcoholic liver disease, unspecified"
"D008575","C0025281","H81.09","Meniere's disease, unspecified ear"
"D008047","C0023760","K13.0","Diseases of lips"
"D012120","C0035204","J98.9","Respiratory disorder, unspecified"
"D018880","C0033036","I49.1","Atrial premature depolarization"
"D004695","C0014117","I42.4","Endocardial fibroelastosis"
"D001145","C0003811","I49.9","Cardiac arrhythmia, unspecified"
"D004433","C0013456","H92.09","Otalgia, unspecified ear"
"D057765","C0341106","K20.0","Eosinophilic esophagitis"
"D007826","C0023066","J38.5","Laryngeal spasm"
"D012223","C0035460","J30.0","Vasomotor rhinitis"
"D005929","C0017677","K14.1","Geographic tongue"
"D007762","C0022893","H83.09","Labyrinthitis, unspecified ear"
"D001019","C0741160","I71.8","Aortic aneurysm of unspecified site, ruptured"
"D017180","C0042514","I47.2","Ventricular tachycardia"
"D016659","C0085222","K68.12","Psoas muscle abscess"
"D012438","C0036019","H55.81","Saccadic eye movements"
"D001996","C0006285","J18.0","Bronchopneumonia, unspecified organism"
"D017562","C0152099","K91.5","Postcholecystectomy syndrome"
"D018589","C0152020","K31.84","Gastroparesis"
"D006332","C0018800","I51.7","Cardiomegaly"
"D004916","C0014804","I73.81","Erythromelalgia"
"D000783","C0002940","I72.9","Aneurysm of unspecified site"
"D001658","C0005417","K83.3","Fistula of bile duct"
"D002761","C0008311","K83.0","Cholangitis"
"D004939","C0014860","K22.3","Perforation of esophagus"
"D006491","C0019123","J94.2","Hemothorax"
"D007412","C0021833","K63.2","Fistula of intestine"
"D008205","C0024225","I89.1","Lymphangitis"
"D010382","C0030781","K76.4","Peliosis hepatis"
"D011304","C0033074","H91.10","Presbycusis, unspecified ear"
"D012003","C0034884","K60.4","Rectal fistula"
"D019214","C0376480","K06.1","Gingival enlargement"
"D059270","C0155448","H70.209","Unspecified petrositis, unspecified ear"
"C562404","C0155675","I28.0","Arteriovenous fistula of pulmonary vessels"
"D000071056","C0156183","K62.4","Stenosis of anus and rectum"
"D001305","C0039491","H93.249","Temporary auditory threshold shift, unspecified ear"
"C535551","C0263314","L10.3","Brazilian pemphigus [fogo selvagem]"
"D001170","C0003869","M00.9","Pyogenic arthritis, unspecified"
"D007592","C0022408","M25.9","Joint disorder, unspecified"
"D008311","C0399523","M26.211","Malocclusion, Angle's class I"
"D010390","C0030804","L12.1","Cicatricial pemphigoid"
"D007645","C0022596","L85.2","Keratosis punctata (palmaris et plantaris)"
"D012595","C0036421","M34.0","Progressive systemic sclerosis"
"D015535","C0003872","L40.50","Arthropathic psoriasis, unspecified"
"D000506","C0002171","L63.9","Alopecia areata, unspecified"
"D017497","C0162836","L73.2","Hidradenitis suppurativa"
"D017514","C0162851","L41.1","Pityriasis lichenoides chronica"
"D018459","C0023652","L90.0","Lichen sclerosus et atrophicus"
"D003876","C0011615","L20.9","Atopic dermatitis, unspecified"
"D008548","C0025218","L81.1","Chloasma"
"D013168","C0038016","M43.10","Spondylolisthesis, site unspecified"
"D011111","C0032533","M35.3","Polymyalgia rheumatica"
"D008179","C0024138","L93.0","Discoid lupus erythematosus"
"D010488","C0031036","M30.0","Polyarteritis nodosa"
"D012224","C0035466","L71.1","Rhinophyma"
"D013471","C0038814","L55.9","Sunburn, unspecified"
"D055953","C2347126","M31.7","Microscopic polyangiitis"
"D005356","C0016053","M79.7","Fibromyalgia"
"D037061","C0025587","M77.40","Metatarsalgia, unspecified foot"
"D012206","C0035410","M62.82","Rhabdomyolysis"
"D000292","C0242172","N73.9","Female pelvic inflammatory disease, unspecified"
"D011254","C0032969","O24.919","Unsp diabetes mellitus in pregnancy, unspecified trimester"
"D001847","C0005940","M89.9","Disorder of bone, unspecified"
"D054515","C0269084","N94.810","Vulvar vestibulitis"
"D053206","C0270327","N39.44","Nocturnal enuresis"
"D001446","C0004690","N48.1","Balanitis"
"D004714","C0014173","N85.00","Endometrial hyperplasia, unspecified"
"D062788","C0341858","N80.0","Endometriosis of uterus"
"D006547","C0205792","N81.5","Vaginal enterocele"
"C537922","C0265372","Q86.1","Fetal hydantoin syndrome"
"C536523","C1261251","Q52.0","Congenital absence of vagina"
"D005532","C0016508","Q66.9","Congenital deformity of feet, unspecified"
"D007714","C0022738","Q76.1","Klippel-Feil syndrome"
"D004535","C0013720","Q79.6","Ehlers-Danlos syndrome"
"D011273","C0032993","O48.1","Prolonged pregnancy"
"D025063","C0008626","Q99.9","Chromosomal abnormality, unspecified"
"D005124","C0015393","Q15.9","Congenital malformation of eye, unspecified"
"D055154","C1527344","R49.0","Dysphonia"
"D016518","C0027832","Q85.02","Neurofibromatosis, type 2"
"D008580","C0025287","R29.1","Meningismus"
"D013771","C0039685","Q21.3","Tetralogy of Fallot"
"D051516","C0149707","R36.1","Hematospermia"
"D001072","C0003635","R48.2","Apraxia"
"D005660","C0016842","Q67.6","Pectus excavatum"
"D015160","C0455990","P56.0","Hydrops fetalis due to isoimmunization"
"D059245","C0158940","P22.1","Transient tachypnea of newborn"
"D020182","C0475712","P28.3","Primary sleep apnea of newborn"
"D016108","C0079294","Q81.2","Epidermolysis bullosa dystrophica"
"D012127","C0035220","P22.0","Respiratory distress syndrome of newborn"
"D018636","C0152101","Q23.4","Hypoplastic left heart syndrome"
"D006345","C0018818","Q21.0","Ventricular septal defect"
"D005334","C0015967","R50.9","Fever, unspecified"
"D000006","C0000727","R10.0","Acute abdomen"
"D006212","C0018524","R44.3","Hallucinations, unspecified"
"D008831","C0025958","Q02","Microcephaly"
"D012770","C0036980","R57.0","Cardiogenic shock"
"D014549","C0042024","R32","Unspecified urinary incontinence"
"D059445","C0178417","R45.84","Anhedonia"
"D066166","C0158731","Q67.7","Pectus carinatum"
"D000860","C0700292","R09.02","Hypoxemia"
"D012734","C0033804","Q56.3","Pseudohermaphroditism, unspecified"
"C536591","C0152069","B67.7","Echinococcus multilocularis infection, unspecified"
"D007877","C0023241","A48.1","Legionnaires' disease"
"D012478","C0036114","A02.0","Salmonella enteritis"
"D016098","C0017495","A81.82","Gerstmann-Straussler-Scheinker syndrome"
"D006232","C0018572","B08.4","Enteroviral vesicular stomatitis with exanthem"
"D011528","C0033740","B64","Unspecified protozoal disease"
"D012612","C0036472","A75.3","Typhus fever due to Rickettsia tsutsugamushi"
"D008216","C0024266","A87.2","Lymphocytic choriomeningitis"
"D003586","C0010823","B25.9","Cytomegaloviral disease, unspecified"
"D004320","C0013100","B72","Dracunculiasis"
"D001404","C0004576","B60.0","Babesiosis"
"D003218","C0009663","A63.0","Anogenital (venereal) warts"
"D016697","C0017409","B02.21","Postherpetic geniculate ganglionitis"
"D003453","C0010414","B45.9","Cryptococcosis, unspecified"
"D058429","C0018013","B83.1","Gnathostomiasis"
"D014009","C0040261","B35.1","Tinea unguium"
"D008219","C0024286","A55","Chlamydial lymphogranuloma (venereum)"
"D008585","C0025294","A39.0","Meningococcal meningitis"
"D000073605","C0038041","A77.9","Spotted fever, unspecified"
"D016873","C0085399","A77.40","Ehrlichiosis, unspecified"
"D017129","C0162576","B81.0","Anisakiasis"
"D000197","C0001264","A42.2","Cervicofacial actinomycosis"
"D004887","C1276801","A26.9","Erysipeloid, unspecified"
"D005896","C0017589","A24.0","Glanders"
"D006373","C0018889","B83.9","Helminthiasis, unspecified"
"D012892","C0037316","Z72.820","Sleep deprivation"
"D021866","C0343398","A07.4","Cyclosporiasis"
"D009494","C0153167","A52.2","Asymptomatic neurosyphilis"
"D001906","C1739094","A05.1","Botulism food poisoning"
"D010854","C0153249","B36.3","Black piedra"
"D009494","C0494053","A52.10","Symptomatic neurosyphilis, unspecified"
"D006688","C0020748","Y93.22","Activity, ice hockey"
"D012861","C0020749","Y93.21","Activity, ice skating"
"C536038","C0220710","E71.311","Medium chain acyl CoA dehydrogenase deficiency"
"C537592","C1853118","D70.0","Congenital agranulocytosis"
"C537730","C0268495","E70.321","Tyrosinase positive oculocutaneous albinism"
"C563177","C1260386","E26.02","Glucocorticoid-remediable aldosteronism"
"C536761","C0221018","D64.0","Hereditary sideroblastic anemia"
"D000745","C0002881","D58.9","Hereditary hemolytic anemia, unspecified"
"D001477","C0004775","E26.81","Bartter's syndrome"
"D006450","C0019034","D57.20","Sickle-cell/Hb-C disease without crisis"
"D006966","C0020514","E22.1","Hyperprolactinemia"
"D011686","C0034139","E79.9","Disorder of purine and pyrimidine metabolism, unspecified"
"D015211","C0043459","E71.510","Zellweger syndrome"
"D028921","C0220754","D81.810","Biotinidase deficiency"
"D052556","C0220756","E75.242","Niemann-Pick disease type C"
"D001361","C1510471","E56.9","Vitamin deficiency, unspecified"
"D004700","C0014130","E34.9","Endocrine disorder, unspecified"
"D044342","C0162429","E63.9","Nutritional deficiency, unspecified"
"D007960","C0023510","D72.9","Disorder of white blood cells, unspecified"
"D008059","C0086795","E76.01","Hurler's syndrome"
"D009542","C0028064","E75.249","Niemann-Pick disease, unspecified"
"D006474","C0019087","D69.9","Hemorrhagic condition, unspecified"
"D006432","C0018995","E83.119","Hemochromatosis, unspecified"
"D010307","C0747273","C07","Malignant neoplasm of parotid gland"
"D017241","C0162671","E88.41","MELAS syndrome"
"D013968","C0040149","E06.1","Subacute thyroiditis"
"D056806","C0154246","E72.20","Disorder of urea cycle metabolism, unspecified"
"D006528","C2239176","C22.0","Liver cell carcinoma"
"D008113","C0345904","C22.9","Malig neoplasm of liver, not specified as primary or sec"
"D002430","C0153437","C18.0","Malignant neoplasm of cecum"
"D056889","C0574083","E78.71","Barth syndrome"
"D054747","C0334663","C96.A","Histiocytic sarcoma"
"D009508","C0027962","D22.9","Melanocytic nevi, unspecified"
"D006463","C0019061","D59.3","Hemolytic-uremic syndrome"
"D007580","C0153427","C17.1","Malignant neoplasm of jejunum"
"D000741","C0002874","D61.9","Aplastic anemia, unspecified"
"D012811","C0153436","C18.7","Malignant neoplasm of sigmoid colon"
"D008064","C0023794","E75.6","Lipid storage disorder, unspecified"
"D016117","C0078917","E70.319","Ocular albinism, unspecified"
"D003449","C0010403","D89.1","Cryoglobulinemia"
"D003555","C0010691","E72.01","Cystinuria"
"D003919","C0011848","E23.2","Diabetes insipidus"
"D007037","C0020676","E03.9","Hypothyroidism, unspecified"
"D008202","C0024221","D18.1","Lymphangioma, any site"
"D008654","C0025500","C45.9","Mesothelioma, unspecified"
"D009182","C0026948","C84.00","Mycosis fungoides, unspecified site"
"D013103","C0037889","D58.0","Hereditary spherocytosis"
"D017119","C0162566","E80.1","Porphyria cutanea tarda"
"C580280","C0272087","D74.0","Congenital methemoglobinemia"
"C536288","C0152094","D81.4","Nezelof's syndrome"
"D014364","C0041254","E70.5","Disorders of tryptophan metabolism"
"D007011","C0342342","E20.0","Idiopathic hypoparathyroidism"
"D007888","C0023264","G31.82","Leigh's disease"
"D009468","C0027868","G70.9","Myoneural disorder, unspecified"
"D010302","C0030569","G21.9","Secondary parkinsonism, unspecified"
"D020435","C0751941","G52.1","Disorders of glossopharyngeal nerve"
"D020817","C0236792","F84.5","Asperger's syndrome"
"D040701","C0236816","F43.0","Acute stress reaction"
"D000544","C0002395","G30.9","Alzheimer's disease, unspecified"
"D007319","C0917801","G47.00","Insomnia, unspecified"
"D013981","C0040702","F95.0","Transient tic disorder"
"D000987","C0003431","F60.2","Antisocial personality disorder"
"D013494","C0038868","G23.1","Progressive supranuclear ophthalmoplegia"
"D020437","C0152181","G52.3","Disorders of hypoglossal nerve"
"D003316","C0010034","H18.9","Unspecified disorder of cornea"
"D001714","C0005586","F31.9","Bipolar disorder, unspecified"
"D009224","C2936781","G71.12","Myotonia congenita"
"D012148","C0035258","G25.81","Restless legs syndrome"
"D057129","C0544008","H18.51","Endothelial corneal dystrophy"
"D013132","C0004138","G11.9","Hereditary ataxia, unspecified"
"D020243","C0451680","G46.1","Anterior cerebral artery syndrome"
"D013641","C0039319","G57.50","Tarsal tunnel syndrome, unspecified lower limb"
"D014715","C0042568","G45.0","Vertebro-basilar artery syndrome"
"D010591","C0031315","G54.6","Phantom limb syndrome with pain"
"D000072861","C0031572","F40.10","Social phobia, unspecified"
"D020447","C0030508","G47.50","Parasomnia, unspecified"
"D003231","C0009763","H10.9","Unspecified conjunctivitis"
"D005084","C0015269","F65.2","Exhibitionism"
"D014256","C0040953","F63.3","Trichotillomania"
"D001927","C0085584","G93.40","Encephalopathy, unspecified"
"D020018","C0020594","F52.0","Hypoactive sexual desire disorder"
"D014103","C0152116","G24.3","Spasmodic torticollis"
"D002561","C0007820","I67.9","Cerebrovascular disease, unspecified"
"D003731","C0011334","K02.9","Dental caries, unspecified"
"D007805","C0751257","H93.25","Central auditory processing disorder"
"D009202","C0878544","I42.9","Cardiomyopathy, unspecified"
"D008309","C0024633","K22.6","Gastro-esophageal laceration-hemorrhage syndrome"
"D054990","C1800706","J84.112","Idiopathic pulmonary fibrosis"
"D020254","C0155930","K03.5","Ankylosis of teeth"
"D007022","C0020649","I95.9","Hypotension, unspecified"
"D011019","C0032302","J15.7","Pneumonia due to Mycoplasma pneumoniae"
"D004931","C0014848","K22.0","Achalasia of cardia"
"D013285","C0038379","H50.50","Unspecified heterophoria"
"D003139","C0009443","J00","Acute nasopharyngitis [common cold]"
"D009755","C0028077","H53.60","Unspecified night blindness"
"D004948","C0014877","H50.00","Unspecified esotropia"
"D013273","C0038355","K31.4","Gastric diverticulum"
"D000039","C0031157","J36","Peritonsillar abscess"
"D054144","C1135196","I50.30","Unspecified diastolic (congestive) heart failure"
"D000075222","C0085580","I10","Essential (primary) hypertension"
"D008133","C0023976","I45.81","Long QT syndrome"
"D008640","C0025469","I88.0","Nonspecific mesenteric lymphadenitis"
"D009902","C0029134","H46.9","Unspecified optic neuritis"
"D014693","C0042510","I49.01","Ventricular fibrillation"
"D001281","C0235480","I48.0","Paroxysmal atrial fibrillation"
"C537306","C0263325","L11.1","Transient acantholytic dermatosis [Grover]"
"C538103","C0085574","M12.30","Palindromic rheumatism, unspecified site"
